"Country or Area","Year(s)","Variant","Value"
"World","2025","Medium","8185613.757"
"World","2025","High","8367547.932"
"World","2025","Low","8003570.926"
"World","2025","Constant fertility","8281626.942"
"World","2025","Instant replacement","8054447.005"
"World","2025","Zero migration","8186527.923"
"World","2025","Constant mortality","8121483.247"
"World","2025","No change","8215717.746"
"World","2025","Momentum","8011367.821"
"World","2024","Medium","8109532.823"
"World","2024","High","8266066.859"
"World","2024","Low","7952874.306"
"World","2024","Constant fertility","8189889.863"
"World","2024","Instant replacement","7990153.352"
"World","2024","Zero migration","8110325.531"
"World","2024","Constant mortality","8055505.800"
"World","2024","No change","8134532.692"
"World","2024","Momentum","7953857.254"
"World","2023","Medium","8032487.475"
"World","2023","High","8165084.011"
"World","2023","Low","7899703.188"
"World","2023","Constant fertility","8098612.586"
"World","2023","Instant replacement","7924877.480"
"World","2023","Zero migration","8033124.150"
"World","2023","Constant mortality","7987718.492"
"World","2023","No change","8052906.066"
"World","2023","Momentum","7894791.269"
"World","2022","Medium","7954468.982"
"World","2022","High","8064584.649"
"World","2022","Low","7844109.323"
"World","2022","Constant fertility","8007769.160"
"World","2022","Instant replacement","7858946.410"
"World","2022","Zero migration","7954950.870"
"World","2022","Constant mortality","7918141.506"
"World","2022","No change","7970820.769"
"World","2022","Momentum","7834510.532"
"World","2021","Medium","7875464.634"
"World","2021","High","7964548.504"
"World","2021","Low","7786159.167"
"World","2021","Constant fertility","7917341.030"
"World","2021","Instant replacement","7792803.803"
"World","2021","Zero migration","7875837.821"
"World","2021","Constant mortality","7846798.040"
"World","2021","No change","7888265.723"
"World","2021","Momentum","7773476.621"
"World","2020","Medium","7795482.309"
"World","2020","High","7865018.659"
"World","2020","Low","7725860.308"
"World","2020","Constant fertility","7827315.066"
"World","2020","Instant replacement","7726666.102"
"World","2020","Zero migration","7795816.178"
"World","2020","Constant mortality","7773712.741"
"World","2020","No change","7805234.785"
"World","2020","Momentum","7711917.064"
"World","2019","Medium","7714576.923"
"World","2019","High","7766124.032"
"World","2019","Low","7663136.954"
"World","2019","Constant fertility","7737681.494"
"World","2019","Instant replacement","7660906.287"
"World","2019","Zero migration","7714915.692"
"World","2019","Constant mortality","7698909.743"
"World","2019","No change","7721725.454"
"World","2019","Momentum","7650251.687"
"World","2018","Medium","7632819.325"
"World","2018","High","7668093.338"
"World","2018","Low","7597815.559"
"World","2018","Constant fertility","7648434.379"
"World","2018","Instant replacement","7595171.090"
"World","2018","Zero migration","7633162.614"
"World","2018","Constant mortality","7622413.887"
"World","2018","No change","7637740.011"
"World","2018","Momentum","7588129.226"
"World","2017","Medium","7550262.101"
"World","2017","High","7571259.156"
"World","2017","Low","7529619.677"
"World","2017","Constant fertility","7559571.757"
"World","2017","Instant replacement","7528083.778"
"World","2017","Zero migration","7550580.590"
"World","2017","Constant mortality","7544249.092"
"World","2017","No change","7553284.442"
"World","2017","Momentum","7524090.075"
"World","2016","Medium","7466964.280"
"World","2016","High","7476053.631"
"World","2016","Low","7458174.982"
"World","2016","Constant fertility","7471094.883"
"World","2016","Instant replacement","7457775.926"
"World","2016","Zero migration","7467190.180"
"World","2016","Constant mortality","7464439.445"
"World","2016","No change","7468369.289"
"World","2016","Momentum","7456149.740"
"World","2015","Medium","7383008.820"
"World","2015","High","7383008.820"
"World","2015","Low","7383008.820"
"World","2015","Constant fertility","7383008.820"
"World","2015","Instant replacement","7383008.820"
"World","2015","Zero migration","7383008.820"
"World","2015","Constant mortality","7383008.820"
"World","2015","No change","7383008.820"
"World","2015","Momentum","7383008.820"
"World","2014","Medium","7298453.033"
"World","2014","High","7298453.033"
"World","2014","Low","7298453.033"
"World","2014","Constant fertility","7298453.033"
"World","2014","Instant replacement","7298453.033"
"World","2014","Zero migration","7298453.033"
"World","2014","Constant mortality","7298453.033"
"World","2014","No change","7298453.033"
"World","2014","Momentum","7298453.033"
"World","2013","Medium","7213426.452"
"World","2013","High","7213426.452"
"World","2013","Low","7213426.452"
"World","2013","Constant fertility","7213426.452"
"World","2013","Instant replacement","7213426.452"
"World","2013","Zero migration","7213426.452"
"World","2013","Constant mortality","7213426.452"
"World","2013","No change","7213426.452"
"World","2013","Momentum","7213426.452"
"World","2012","Medium","7128176.935"
"World","2012","High","7128176.935"
"World","2012","Low","7128176.935"
"World","2012","Constant fertility","7128176.935"
"World","2012","Instant replacement","7128176.935"
"World","2012","Zero migration","7128176.935"
"World","2012","Constant mortality","7128176.935"
"World","2012","No change","7128176.935"
"World","2012","Momentum","7128176.935"
"World","2011","Medium","7043008.586"
"World","2011","High","7043008.586"
"World","2011","Low","7043008.586"
"World","2011","Constant fertility","7043008.586"
"World","2011","Instant replacement","7043008.586"
"World","2011","Zero migration","7043008.586"
"World","2011","Constant mortality","7043008.586"
"World","2011","No change","7043008.586"
"World","2011","Momentum","7043008.586"
"World","2010","Medium","6958169.159"
"World","2010","High","6958169.159"
"World","2010","Low","6958169.159"
"World","2010","Constant fertility","6958169.159"
"World","2010","Instant replacement","6958169.159"
"World","2010","Zero migration","6958169.159"
"World","2010","Constant mortality","6958169.159"
"World","2010","No change","6958169.159"
"World","2010","Momentum","6958169.159"
"World","2009","Medium","6873741.054"
"World","2009","High","6873741.054"
"World","2009","Low","6873741.054"
"World","2009","Constant fertility","6873741.054"
"World","2009","Instant replacement","6873741.054"
"World","2009","Zero migration","6873741.054"
"World","2009","Constant mortality","6873741.054"
"World","2009","No change","6873741.054"
"World","2009","Momentum","6873741.054"
"World","2008","Medium","6789771.253"
"World","2008","High","6789771.253"
"World","2008","Low","6789771.253"
"World","2008","Constant fertility","6789771.253"
"World","2008","Instant replacement","6789771.253"
"World","2008","Zero migration","6789771.253"
"World","2008","Constant mortality","6789771.253"
"World","2008","No change","6789771.253"
"World","2008","Momentum","6789771.253"
"World","2007","Medium","6706418.593"
"World","2007","High","6706418.593"
"World","2007","Low","6706418.593"
"World","2007","Constant fertility","6706418.593"
"World","2007","Instant replacement","6706418.593"
"World","2007","Zero migration","6706418.593"
"World","2007","Constant mortality","6706418.593"
"World","2007","No change","6706418.593"
"World","2007","Momentum","6706418.593"
"World","2006","Medium","6623847.913"
"World","2006","High","6623847.913"
"World","2006","Low","6623847.913"
"World","2006","Constant fertility","6623847.913"
"World","2006","Instant replacement","6623847.913"
"World","2006","Zero migration","6623847.913"
"World","2006","Constant mortality","6623847.913"
"World","2006","No change","6623847.913"
"World","2006","Momentum","6623847.913"
"World","2005","Medium","6542159.383"
"World","2005","High","6542159.383"
"World","2005","Low","6542159.383"
"World","2005","Constant fertility","6542159.383"
"World","2005","Instant replacement","6542159.383"
"World","2005","Zero migration","6542159.383"
"World","2005","Constant mortality","6542159.383"
"World","2005","No change","6542159.383"
"World","2005","Momentum","6542159.383"
"World","2004","Medium","6461370.865"
"World","2004","High","6461370.865"
"World","2004","Low","6461370.865"
"World","2004","Constant fertility","6461370.865"
"World","2004","Instant replacement","6461370.865"
"World","2004","Zero migration","6461370.865"
"World","2004","Constant mortality","6461370.865"
"World","2004","No change","6461370.865"
"World","2004","Momentum","6461370.865"
"World","2003","Medium","6381408.987"
"World","2003","High","6381408.987"
"World","2003","Low","6381408.987"
"World","2003","Constant fertility","6381408.987"
"World","2003","Instant replacement","6381408.987"
"World","2003","Zero migration","6381408.987"
"World","2003","Constant mortality","6381408.987"
"World","2003","No change","6381408.987"
"World","2003","Momentum","6381408.987"
"World","2002","Medium","6302149.639"
"World","2002","High","6302149.639"
"World","2002","Low","6302149.639"
"World","2002","Constant fertility","6302149.639"
"World","2002","Instant replacement","6302149.639"
"World","2002","Zero migration","6302149.639"
"World","2002","Constant mortality","6302149.639"
"World","2002","No change","6302149.639"
"World","2002","Momentum","6302149.639"
"World","2001","Medium","6223412.158"
"World","2001","High","6223412.158"
"World","2001","Low","6223412.158"
"World","2001","Constant fertility","6223412.158"
"World","2001","Instant replacement","6223412.158"
"World","2001","Zero migration","6223412.158"
"World","2001","Constant mortality","6223412.158"
"World","2001","No change","6223412.158"
"World","2001","Momentum","6223412.158"
"World","2000","Medium","6145006.989"
"World","2000","High","6145006.989"
"World","2000","Low","6145006.989"
"World","2000","Constant fertility","6145006.989"
"World","2000","Instant replacement","6145006.989"
"World","2000","Zero migration","6145006.989"
"World","2000","Constant mortality","6145006.989"
"World","2000","No change","6145006.989"
"World","2000","Momentum","6145006.989"
"World","1999","Medium","6066867.391"
"World","1999","High","6066867.391"
"World","1999","Low","6066867.391"
"World","1999","Constant fertility","6066867.391"
"World","1999","Instant replacement","6066867.391"
"World","1999","Zero migration","6066867.391"
"World","1999","Constant mortality","6066867.391"
"World","1999","No change","6066867.391"
"World","1999","Momentum","6066867.391"
"World","1998","Medium","5988846.103"
"World","1998","High","5988846.103"
"World","1998","Low","5988846.103"
"World","1998","Constant fertility","5988846.103"
"World","1998","Instant replacement","5988846.103"
"World","1998","Zero migration","5988846.103"
"World","1998","Constant mortality","5988846.103"
"World","1998","No change","5988846.103"
"World","1998","Momentum","5988846.103"
"World","1997","Medium","5910566.295"
"World","1997","High","5910566.295"
"World","1997","Low","5910566.295"
"World","1997","Constant fertility","5910566.295"
"World","1997","Instant replacement","5910566.295"
"World","1997","Zero migration","5910566.295"
"World","1997","Constant mortality","5910566.295"
"World","1997","No change","5910566.295"
"World","1997","Momentum","5910566.295"
"World","1996","Medium","5831565.020"
"World","1996","High","5831565.020"
"World","1996","Low","5831565.020"
"World","1996","Constant fertility","5831565.020"
"World","1996","Instant replacement","5831565.020"
"World","1996","Zero migration","5831565.020"
"World","1996","Constant mortality","5831565.020"
"World","1996","No change","5831565.020"
"World","1996","Momentum","5831565.020"
"World","1995","Medium","5751474.416"
"World","1995","High","5751474.416"
"World","1995","Low","5751474.416"
"World","1995","Constant fertility","5751474.416"
"World","1995","Instant replacement","5751474.416"
"World","1995","Zero migration","5751474.416"
"World","1995","Constant mortality","5751474.416"
"World","1995","No change","5751474.416"
"World","1995","Momentum","5751474.416"
"World","1994","Medium","5670319.703"
"World","1994","High","5670319.703"
"World","1994","Low","5670319.703"
"World","1994","Constant fertility","5670319.703"
"World","1994","Instant replacement","5670319.703"
"World","1994","Zero migration","5670319.703"
"World","1994","Constant mortality","5670319.703"
"World","1994","No change","5670319.703"
"World","1994","Momentum","5670319.703"
"World","1993","Medium","5588094.837"
"World","1993","High","5588094.837"
"World","1993","Low","5588094.837"
"World","1993","Constant fertility","5588094.837"
"World","1993","Instant replacement","5588094.837"
"World","1993","Zero migration","5588094.837"
"World","1993","Constant mortality","5588094.837"
"World","1993","No change","5588094.837"
"World","1993","Momentum","5588094.837"
"World","1992","Medium","5504401.149"
"World","1992","High","5504401.149"
"World","1992","Low","5504401.149"
"World","1992","Constant fertility","5504401.149"
"World","1992","Instant replacement","5504401.149"
"World","1992","Zero migration","5504401.149"
"World","1992","Constant mortality","5504401.149"
"World","1992","No change","5504401.149"
"World","1992","Momentum","5504401.149"
"World","1991","Medium","5418758.803"
"World","1991","High","5418758.803"
"World","1991","Low","5418758.803"
"World","1991","Constant fertility","5418758.803"
"World","1991","Instant replacement","5418758.803"
"World","1991","Zero migration","5418758.803"
"World","1991","Constant mortality","5418758.803"
"World","1991","No change","5418758.803"
"World","1991","Momentum","5418758.803"
"World","1990","Medium","5330943.460"
"World","1990","High","5330943.460"
"World","1990","Low","5330943.460"
"World","1990","Constant fertility","5330943.460"
"World","1990","Instant replacement","5330943.460"
"World","1990","Zero migration","5330943.460"
"World","1990","Constant mortality","5330943.460"
"World","1990","No change","5330943.460"
"World","1990","Momentum","5330943.460"
"World","1989","Medium","5240735.117"
"World","1989","High","5240735.117"
"World","1989","Low","5240735.117"
"World","1989","Constant fertility","5240735.117"
"World","1989","Instant replacement","5240735.117"
"World","1989","Zero migration","5240735.117"
"World","1989","Constant mortality","5240735.117"
"World","1989","No change","5240735.117"
"World","1989","Momentum","5240735.117"
"World","1988","Medium","5148556.956"
"World","1988","High","5148556.956"
"World","1988","Low","5148556.956"
"World","1988","Constant fertility","5148556.956"
"World","1988","Instant replacement","5148556.956"
"World","1988","Zero migration","5148556.956"
"World","1988","Constant mortality","5148556.956"
"World","1988","No change","5148556.956"
"World","1988","Momentum","5148556.956"
"World","1987","Medium","5055636.132"
"World","1987","High","5055636.132"
"World","1987","Low","5055636.132"
"World","1987","Constant fertility","5055636.132"
"World","1987","Instant replacement","5055636.132"
"World","1987","Zero migration","5055636.132"
"World","1987","Constant mortality","5055636.132"
"World","1987","No change","5055636.132"
"World","1987","Momentum","5055636.132"
"World","1986","Medium","4963633.228"
"World","1986","High","4963633.228"
"World","1986","Low","4963633.228"
"World","1986","Constant fertility","4963633.228"
"World","1986","Instant replacement","4963633.228"
"World","1986","Zero migration","4963633.228"
"World","1986","Constant mortality","4963633.228"
"World","1986","No change","4963633.228"
"World","1986","Momentum","4963633.228"
"World","1985","Medium","4873781.796"
"World","1985","High","4873781.796"
"World","1985","Low","4873781.796"
"World","1985","Constant fertility","4873781.796"
"World","1985","Instant replacement","4873781.796"
"World","1985","Zero migration","4873781.796"
"World","1985","Constant mortality","4873781.796"
"World","1985","No change","4873781.796"
"World","1985","Momentum","4873781.796"
"World","1984","Medium","4786483.862"
"World","1984","High","4786483.862"
"World","1984","Low","4786483.862"
"World","1984","Constant fertility","4786483.862"
"World","1984","Instant replacement","4786483.862"
"World","1984","Zero migration","4786483.862"
"World","1984","Constant mortality","4786483.862"
"World","1984","No change","4786483.862"
"World","1984","Momentum","4786483.862"
"World","1983","Medium","4701530.843"
"World","1983","High","4701530.843"
"World","1983","Low","4701530.843"
"World","1983","Constant fertility","4701530.843"
"World","1983","Instant replacement","4701530.843"
"World","1983","Zero migration","4701530.843"
"World","1983","Constant mortality","4701530.843"
"World","1983","No change","4701530.843"
"World","1983","Momentum","4701530.843"
"World","1982","Medium","4618776.168"
"World","1982","High","4618776.168"
"World","1982","Low","4618776.168"
"World","1982","Constant fertility","4618776.168"
"World","1982","Instant replacement","4618776.168"
"World","1982","Zero migration","4618776.168"
"World","1982","Constant mortality","4618776.168"
"World","1982","No change","4618776.168"
"World","1982","Momentum","4618776.168"
"World","1981","Medium","4537845.777"
"World","1981","High","4537845.777"
"World","1981","Low","4537845.777"
"World","1981","Constant fertility","4537845.777"
"World","1981","Instant replacement","4537845.777"
"World","1981","Zero migration","4537845.777"
"World","1981","Constant mortality","4537845.777"
"World","1981","No change","4537845.777"
"World","1981","Momentum","4537845.777"
"World","1980","Medium","4458411.534"
"World","1980","High","4458411.534"
"World","1980","Low","4458411.534"
"World","1980","Constant fertility","4458411.534"
"World","1980","Instant replacement","4458411.534"
"World","1980","Zero migration","4458411.534"
"World","1980","Constant mortality","4458411.534"
"World","1980","No change","4458411.534"
"World","1980","Momentum","4458411.534"
"World","1979","Medium","4380585.755"
"World","1979","High","4380585.755"
"World","1979","Low","4380585.755"
"World","1979","Constant fertility","4380585.755"
"World","1979","Instant replacement","4380585.755"
"World","1979","Zero migration","4380585.755"
"World","1979","Constant mortality","4380585.755"
"World","1979","No change","4380585.755"
"World","1979","Momentum","4380585.755"
"World","1978","Medium","4304377.112"
"World","1978","High","4304377.112"
"World","1978","Low","4304377.112"
"World","1978","Constant fertility","4304377.112"
"World","1978","Instant replacement","4304377.112"
"World","1978","Zero migration","4304377.112"
"World","1978","Constant mortality","4304377.112"
"World","1978","No change","4304377.112"
"World","1978","Momentum","4304377.112"
"World","1977","Medium","4229201.257"
"World","1977","High","4229201.257"
"World","1977","Low","4229201.257"
"World","1977","Constant fertility","4229201.257"
"World","1977","Instant replacement","4229201.257"
"World","1977","Zero migration","4229201.257"
"World","1977","Constant mortality","4229201.257"
"World","1977","No change","4229201.257"
"World","1977","Momentum","4229201.257"
"World","1976","Medium","4154287.594"
"World","1976","High","4154287.594"
"World","1976","Low","4154287.594"
"World","1976","Constant fertility","4154287.594"
"World","1976","Instant replacement","4154287.594"
"World","1976","Zero migration","4154287.594"
"World","1976","Constant mortality","4154287.594"
"World","1976","No change","4154287.594"
"World","1976","Momentum","4154287.594"
"World","1975","Medium","4079087.198"
"World","1975","High","4079087.198"
"World","1975","Low","4079087.198"
"World","1975","Constant fertility","4079087.198"
"World","1975","Instant replacement","4079087.198"
"World","1975","Zero migration","4079087.198"
"World","1975","Constant mortality","4079087.198"
"World","1975","No change","4079087.198"
"World","1975","Momentum","4079087.198"
"World","1974","Medium","4003448.151"
"World","1974","High","4003448.151"
"World","1974","Low","4003448.151"
"World","1974","Constant fertility","4003448.151"
"World","1974","Instant replacement","4003448.151"
"World","1974","Zero migration","4003448.151"
"World","1974","Constant mortality","4003448.151"
"World","1974","No change","4003448.151"
"World","1974","Momentum","4003448.151"
"World","1973","Medium","3927538.695"
"World","1973","High","3927538.695"
"World","1973","Low","3927538.695"
"World","1973","Constant fertility","3927538.695"
"World","1973","Instant replacement","3927538.695"
"World","1973","Zero migration","3927538.695"
"World","1973","Constant mortality","3927538.695"
"World","1973","No change","3927538.695"
"World","1973","Momentum","3927538.695"
"World","1972","Medium","3851545.181"
"World","1972","High","3851545.181"
"World","1972","Low","3851545.181"
"World","1972","Constant fertility","3851545.181"
"World","1972","Instant replacement","3851545.181"
"World","1972","Zero migration","3851545.181"
"World","1972","Constant mortality","3851545.181"
"World","1972","No change","3851545.181"
"World","1972","Momentum","3851545.181"
"World","1971","Medium","3775790.900"
"World","1971","High","3775790.900"
"World","1971","Low","3775790.900"
"World","1971","Constant fertility","3775790.900"
"World","1971","Instant replacement","3775790.900"
"World","1971","Zero migration","3775790.900"
"World","1971","Constant mortality","3775790.900"
"World","1971","No change","3775790.900"
"World","1971","Momentum","3775790.900"
"World","1970","Medium","3700577.650"
"World","1970","High","3700577.650"
"World","1970","Low","3700577.650"
"World","1970","Constant fertility","3700577.650"
"World","1970","Instant replacement","3700577.650"
"World","1970","Zero migration","3700577.650"
"World","1970","Constant mortality","3700577.650"
"World","1970","No change","3700577.650"
"World","1970","Momentum","3700577.650"
"World","1969","Medium","3625905.514"
"World","1969","High","3625905.514"
"World","1969","Low","3625905.514"
"World","1969","Constant fertility","3625905.514"
"World","1969","Instant replacement","3625905.514"
"World","1969","Zero migration","3625905.514"
"World","1969","Constant mortality","3625905.514"
"World","1969","No change","3625905.514"
"World","1969","Momentum","3625905.514"
"World","1968","Medium","3551880.700"
"World","1968","High","3551880.700"
"World","1968","Low","3551880.700"
"World","1968","Constant fertility","3551880.700"
"World","1968","Instant replacement","3551880.700"
"World","1968","Zero migration","3551880.700"
"World","1968","Constant mortality","3551880.700"
"World","1968","No change","3551880.700"
"World","1968","Momentum","3551880.700"
"World","1967","Medium","3479053.821"
"World","1967","High","3479053.821"
"World","1967","Low","3479053.821"
"World","1967","Constant fertility","3479053.821"
"World","1967","Instant replacement","3479053.821"
"World","1967","Zero migration","3479053.821"
"World","1967","Constant mortality","3479053.821"
"World","1967","No change","3479053.821"
"World","1967","Momentum","3479053.821"
"World","1966","Medium","3408121.405"
"World","1966","High","3408121.405"
"World","1966","Low","3408121.405"
"World","1966","Constant fertility","3408121.405"
"World","1966","Instant replacement","3408121.405"
"World","1966","Zero migration","3408121.405"
"World","1966","Constant mortality","3408121.405"
"World","1966","No change","3408121.405"
"World","1966","Momentum","3408121.405"
"World","1965","Medium","3339592.688"
"World","1965","High","3339592.688"
"World","1965","Low","3339592.688"
"World","1965","Constant fertility","3339592.688"
"World","1965","Instant replacement","3339592.688"
"World","1965","Zero migration","3339592.688"
"World","1965","Constant mortality","3339592.688"
"World","1965","No change","3339592.688"
"World","1965","Momentum","3339592.688"
"World","1964","Medium","3273670.772"
"World","1964","High","3273670.772"
"World","1964","Low","3273670.772"
"World","1964","Constant fertility","3273670.772"
"World","1964","Instant replacement","3273670.772"
"World","1964","Zero migration","3273670.772"
"World","1964","Constant mortality","3273670.772"
"World","1964","No change","3273670.772"
"World","1964","Momentum","3273670.772"
"World","1963","Medium","3210271.352"
"World","1963","High","3210271.352"
"World","1963","Low","3210271.352"
"World","1963","Constant fertility","3210271.352"
"World","1963","Instant replacement","3210271.352"
"World","1963","Zero migration","3210271.352"
"World","1963","Constant mortality","3210271.352"
"World","1963","No change","3210271.352"
"World","1963","Momentum","3210271.352"
"World","1962","Medium","3149244.245"
"World","1962","High","3149244.245"
"World","1962","Low","3149244.245"
"World","1962","Constant fertility","3149244.245"
"World","1962","Instant replacement","3149244.245"
"World","1962","Zero migration","3149244.245"
"World","1962","Constant mortality","3149244.245"
"World","1962","No change","3149244.245"
"World","1962","Momentum","3149244.245"
"World","1961","Medium","3090305.279"
"World","1961","High","3090305.279"
"World","1961","Low","3090305.279"
"World","1961","Constant fertility","3090305.279"
"World","1961","Instant replacement","3090305.279"
"World","1961","Zero migration","3090305.279"
"World","1961","Constant mortality","3090305.279"
"World","1961","No change","3090305.279"
"World","1961","Momentum","3090305.279"
"World","1960","Medium","3033212.527"
"World","1960","High","3033212.527"
"World","1960","Low","3033212.527"
"World","1960","Constant fertility","3033212.527"
"World","1960","Instant replacement","3033212.527"
"World","1960","Zero migration","3033212.527"
"World","1960","Constant mortality","3033212.527"
"World","1960","No change","3033212.527"
"World","1960","Momentum","3033212.527"
"World","1959","Medium","2977824.686"
"World","1959","High","2977824.686"
"World","1959","Low","2977824.686"
"World","1959","Constant fertility","2977824.686"
"World","1959","Instant replacement","2977824.686"
"World","1959","Zero migration","2977824.686"
"World","1959","Constant mortality","2977824.686"
"World","1959","No change","2977824.686"
"World","1959","Momentum","2977824.686"
"World","1958","Medium","2924081.243"
"World","1958","High","2924081.243"
"World","1958","Low","2924081.243"
"World","1958","Constant fertility","2924081.243"
"World","1958","Instant replacement","2924081.243"
"World","1958","Zero migration","2924081.243"
"World","1958","Constant mortality","2924081.243"
"World","1958","No change","2924081.243"
"World","1958","Momentum","2924081.243"
"World","1957","Medium","2871952.278"
"World","1957","High","2871952.278"
"World","1957","Low","2871952.278"
"World","1957","Constant fertility","2871952.278"
"World","1957","Instant replacement","2871952.278"
"World","1957","Zero migration","2871952.278"
"World","1957","Constant mortality","2871952.278"
"World","1957","No change","2871952.278"
"World","1957","Momentum","2871952.278"
"World","1956","Medium","2821383.444"
"World","1956","High","2821383.444"
"World","1956","Low","2821383.444"
"World","1956","Constant fertility","2821383.444"
"World","1956","Instant replacement","2821383.444"
"World","1956","Zero migration","2821383.444"
"World","1956","Constant mortality","2821383.444"
"World","1956","No change","2821383.444"
"World","1956","Momentum","2821383.444"
"World","1955","Medium","2772242.535"
"World","1955","High","2772242.535"
"World","1955","Low","2772242.535"
"World","1955","Constant fertility","2772242.535"
"World","1955","Instant replacement","2772242.535"
"World","1955","Zero migration","2772242.535"
"World","1955","Constant mortality","2772242.535"
"World","1955","No change","2772242.535"
"World","1955","Momentum","2772242.535"
"World","1954","Medium","2724302.468"
"World","1954","High","2724302.468"
"World","1954","Low","2724302.468"
"World","1954","Constant fertility","2724302.468"
"World","1954","Instant replacement","2724302.468"
"World","1954","Zero migration","2724302.468"
"World","1954","Constant mortality","2724302.468"
"World","1954","No change","2724302.468"
"World","1954","Momentum","2724302.468"
"World","1953","Medium","2677230.358"
"World","1953","High","2677230.358"
"World","1953","Low","2677230.358"
"World","1953","Constant fertility","2677230.358"
"World","1953","Instant replacement","2677230.358"
"World","1953","Zero migration","2677230.358"
"World","1953","Constant mortality","2677230.358"
"World","1953","No change","2677230.358"
"World","1953","Momentum","2677230.358"
"World","1952","Medium","2630584.384"
"World","1952","High","2630584.384"
"World","1952","Low","2630584.384"
"World","1952","Constant fertility","2630584.384"
"World","1952","Instant replacement","2630584.384"
"World","1952","Zero migration","2630584.384"
"World","1952","Constant mortality","2630584.384"
"World","1952","No change","2630584.384"
"World","1952","Momentum","2630584.384"
"World","1951","Medium","2583816.786"
"World","1951","High","2583816.786"
"World","1951","Low","2583816.786"
"World","1951","Constant fertility","2583816.786"
"World","1951","Instant replacement","2583816.786"
"World","1951","Zero migration","2583816.786"
"World","1951","Constant mortality","2583816.786"
"World","1951","No change","2583816.786"
"World","1951","Momentum","2583816.786"
"World","1950","Medium","2536274.721"
"World","1950","High","2536274.721"
"World","1950","Low","2536274.721"
"World","1950","Constant fertility","2536274.721"
"World","1950","Instant replacement","2536274.721"
"World","1950","Zero migration","2536274.721"
"World","1950","Constant mortality","2536274.721"
"World","1950","No change","2536274.721"
"World","1950","Momentum","2536274.721"

